"","OBJECTID","Id","gridcode","OBJECTID_1","sampleid","station","location","state","sampdate","custid","method","area","EcoRegion3","US_L3NAME","lat","long","geometry","geometry2","Permanent_","FDate","Resolution","GNIS_ID","GNIS_Name","LengthKM","ReachCode","Enabled","GNIS_Stati","MLocID","Org_ID","Measure","COMID","FAC_QC","Alt_ID","Identifier","Delin_QC","Shape_Length","Shape_Area","Area_km2","rd_km","rdden_km_km2","total_strm_km","xings","xings_km2","canal_km","P_canal","mines","mines_km2","grvl_mn","grvl_mn_km2","Ag_km2","P_AgLand","Urban21_km2","P_Urban21Land","rd_Status","xing_Status","Ag_Status","Urb21L_Status","mines_status","gmines_status","canal_status","GIS.status_2020","WorE","Eco3","GIS.status_2020.yn"
"661",197,244,196,196,143109,"PIBO:0984","Bear Canyon Creek","OR",2009-06-14,"USFS_502","Surber net",0.744,11,"Blue Mountains",43.827561,-119.42361,"c(-1857704.07083432","2545194.53170222)","148029660",2012-02-26,2,"01137644","Bear Canyon Creek",1.667,"17120002000285",1,"yes","PIBO:0984",NA,9.24157351686,24007552,"moved to nearest fac",NA,196,"ok",44819.9999999925,45708299.9999985,45.7082999999985,99.3970493004973,2.17459518950608,23.1165446181386,14,0.306290104860615,0,0,2,0.0437557292658022,0,0,0,0,0,0,0,0,1,1,0,1,1,"NO","E","BM","N"
"662",198,246,197,197,143110,"PIBO:0985","Whiskey Creek","OR",2009-06-13,"USFS_502","Surber net",0.744,11,"Blue Mountains",43.89363,-119.43374,"c(-1856692.21847161","2552539.41823404)","148029805",2012-02-26,2,"01152184","Whiskey Creek",1.516,"17120002000559",1,"yes","PIBO:0985",NA,3.60684463164,24008168,"moved to nearest fac",NA,197,"ok",36839.9999999963,23543100.0000028,23.5431000000028,60.2108678161314,2.5574740716441,17.8752009458551,10,0.424752900000374,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"663",199,248,198,198,143111,"PIBO:0986","Emigrant Creek","OR",2009-06-11,"USFS_502","Surber net",0.744,11,"Blue Mountains",43.901899,-119.48087,"c(-1860124.60761444","2554355.41908949)","148025077",2012-02-26,2,"01141856","Emigrant Creek",4.807,"17120002000546",1,"yes","PIBO:0986",NA,3.65812220602,24007538,"on fac; updated COMID from 24007536",NA,198,"ok",30959.9999999888,19178999.9999999,19.1789999999999,49.1235153590788,2.56131786636838,14.8033611379172,15,0.782105427811673,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"664",200,249,199,199,143160,"PIBO:1100","Potamus Creek","OR",2009-06-15,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.093296,-119.21951,"c(-1807729.53934937","2678048.33106045)","160250321",2013-05-30,2,"01147932","Potamus Creek",0.17409382,"17070202000407",1,"yes","26944-ORDEQ","OregonDEQ",66.1610215026,23671481,"moved to nearest fac","26944",199,"ok",42719.9999999963,39247200.0000021,39.2472000000021,70.4836419858741,1.79588969368185,28.3573240006538,12,0.30575429584784,0,0,0,0,0,0,0,0,0.562130482469281,1.43228174868335,0,0,1,1,1,1,1,"NO","E","BM","N"
"665",201,250,200,200,143161,"PIBO:1102","Little Wall Creek","OR",2009-06-26,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.977673,-119.46706,"c(-1829755.7651201","2670306.87003748)","112997178",2012-02-22,2,"01145282","Little Wall Creek",0.25,"17070202002500",1,"yes","PIBO:1102",NA,65.595387684,23671571,"moved to nearest fac",NA,200,"ok",53160.0000000224,82735200.0000006,82.7352000000006,171.608306985719,2.07418737110345,63.0401516519034,56,0.676858217542226,0,0,2,0.0241735077693652,0,0,0,0,0,0,0,0,1,1,0,1,1,"NO","E","BM","N"
"666",202,251,201,201,143162,"PIBO:1104","Stony Creek","OR",2009-06-25,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.982469,-119.18503,"c(-1808077.38342341","2665426.58636651)","112998708",2012-02-22,2,"01150454","Stony Creek",0.012,"17070202000395",1,"yes","PIBO:1104",NA,5.35824,23671455,"moved to nearest fac; added COMID for Stony",NA,201,"ok",68399.9999999963,89873999.9999992,89.8739999999992,216.099237494179,2.40446889527762,76.5569474427159,43,0.478447604423976,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"667",203,252,202,202,143164,"PIBO:1110","Ditch Creek","OR",2009-06-15,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.957183,-119.34197,"c(-1820754.27739138","2665692.86972802)","160245431",2013-05-30,2,"01141057","Ditch Creek",1.33760545,"17070202000423",1,"yes","PIBO:1110",NA,30.3813279117,23671519,"on fac",NA,202,"ok",83100.000000041,62005500.0000023,62.0055000000023,138.828635013536,2.23897291391136,45.2886473285495,17,0.274169226923408,1.29931996993212,2.86897500052522,1,0.0161276015837299,0,0,0,0,0.777907454041909,1.25457814878016,0,0,1,1,0,1,2,"Trash","E","BM","N"
"668",204,253,203,203,143165,"PIBO:1112","Skookum Creek","OR",2009-06-29,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.004476,-119.41766,"c(-1825254.79344482","2672249.26181092)","160245409",2013-11-11,2,"01149609","Skookum Creek",0.29381133,"17070202000438",1,"yes","PIBO:1112",NA,43.1641983337,23671553,"moved to nearest fac",NA,203,"ok",55440.0000000112,72106200.0000012,72.1062000000012,103.481062214387,1.4351201729447,58.4716043064353,21,0.291237091956027,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"669",205,254,204,204,143166,"PIBO:1114","Shaw Creek","OR",2009-06-24,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.197879,-119.30558,"c(-1811471.29911788","2690974.2147912)","158897543",2012-02-22,2,"01149296","Shaw Creek",0.51,"17070104000188",1,"yes","PIBO:1114",NA,34.7917754726,23659690,"on fac",NA,204,"ok",17759.9999999963,7640099.99999883,7.64009999999883,15.5858257767232,2.04000285031944,4.15670298802206,2,0.261776678315769,0,0,0,0,0,0,0,0,0.0151050680372072,0.19770772682569,0,0,1,1,1,1,1,"NO","E","BM","N"
"670",206,255,205,205,143170,"PIBO:1128","Columbia Creek","NV",2009-06-13,"USFS_502","Surber net",0.744,80,"Northern Basin and Range",41.699873,-116.07188,"c(-1646028.32081551","2251810.90422094)","132106837",2012-07-20,2,"00859308","Columbia Creek",3.89,"17050105000846",1,"yes","PIBO:1128",NA,79.11238,23334796,"moved to nearest fac",NA,205,"ok",16500.0000000112,10971900.0000005,10.9719000000005,1.31358940022992,0.119723056191713,5.84146617036798,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","NBR","Y"
"671",207,256,206,206,143248,"PIBO:2867","Middle Fork John Day River","OR",2009-08-09,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.59434,-118.45324,"c(-1762207.34733136","2609708.49958784)","153673388",2012-02-22,2,"01146148","Middle Fork John Day River",1.165,"17070203002017",1,"yes","PIBO:2867",NA,80.2447141787,23681401,"moved to nearest fac",NA,206,"ok",86040,140215500.000001,140.215500000001,436.49012159345,3.11299479439468,140.771902066674,166,1.18389193776721,0.775501322991072,0.550892125208176,1,0.00713187914317599,0,0,0,0,1.17304173189968,0.836599186181037,0,0,1,1,0,1,0,"NO","E","BM","N"
"672",208,257,207,207,144957,"p-NVW04485-084","Butte Creek","NV",2006-06-27,"USU-Hawkins","Kick net",0.99,80,"Northern Basin and Range",41.9609985352,-118.391998291,"c(-1826126.35661572","2322688.97902939)","165083906",2012-02-27,2,"00839232","Butte Creek",2.519,"17120009006478",1,"yes","p-NVW04485-084",NA,69.96445,24075771,"on fac",NA,207,"ok",11280.0000000075,3816000.00000033,3.81600000000034,0,0,4.74213177025394,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","NBR","Y"
"673",209,258,208,208,145256,"OREFA-1001","East Fork Annie Creek","OR",2010-07-24,"USFS_504","Kick net",0.74,4,"Cascades",42.84003,-122.11756,"c(-2096161.42714006","2494696.06751516)","143478085",2012-02-27,2,"01141526","East Fork Annie Creek",2.497,"18010203000065",1,"yes","OREFA-1001",NA,34.7520612595,24092072,"moved to nearest fac",NA,208,"ok",21180.0000000149,9754200.00000039,9.75420000000039,1.38960900821595,0.142462632324116,9.09492870690586,1,0.102519940128351,0,0,0,0,0,0,0,0,0.0351639427472616,0.360500530512602,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","Ca","Y"
"674",210,259,209,209,145600,"ORSNW-1008","Snow Creek","OR",2010-06-13,"USFS_504","Kick net",0.74,9,"Eastern Cascades Slopes and Foothills",43.84689,-121.76726,"c(-2038636.5330156","2595326.0573318)","149194328",2012-02-22,2,"01149811","Snow Creek",4.146,"17070301000247",1,"yes","ORSNW-1008",NA,38.36469,23700605,"moved to nearest fac",NA,209,"probably ok",20700.0000000075,6209100.00000129,6.20910000000128,14.5451175883736,2.34254845120397,3.80997586249517,2,0.322107873926911,0,0,0,0,0,0,0,0,0.179051583287288,2.88369624079578,0,0,1,0,1,1,1,"NO","E","EC","N"
"675",211,261,210,210,145603,"ORSTL-1001","Still Creek","OR",2010-08-05,"USFS_504","Kick net",0.74,4,"Cascades",45.26965,-121.78711,"c(-1997692.28549252","2748427.87823388)","149943514",2012-02-22,2,"01150428","Still Creek",1.286,"17080001016187",1,"yes","ORSTL-1001",NA,4.19696,23735939,"on fac; updated COMID from 23735937",NA,210,"ok",33299.9999999925,16450199.999999,16.450199999999,20.6762409642121,1.25689906288151,15.2596382050392,9,0.547105810263738,0,0,1,0.0607895344737487,0,0,0,0,0.499319429316445,3.03533956618446,0,0,1,0,0,1,1,"NO","W","Ca","N"
"676",212,263,211,211,145606,"ORSTL-1007","Still Creek","OR",2010-08-04,"USFS_504","Kick net",0.74,4,"Cascades",45.2931,-121.87307,"c(-2003485.20774481","2752749.43487003)","149942938",2012-02-22,2,"01150428","Still Creek",0.573,"17080001015327",1,"yes","ORSTL-1007",NA,38.6774077371,23735921,"moved to nearest fac",NA,211,"ok",58080.0000000112,44249400.0000017,44.2494000000017,31.6215018423026,0.714619900886823,39.3415689398529,12,0.271190117832096,0,0,1,0.022599176486008,0,0,0,0,0.499319429316445,1.12842079060151,1,0,1,1,0,1,1,"NO","W","Ca","N"
"677",213,266,212,212,145608,"ORSTL-1010","Still Creek","OR",2010-08-08,"USFS_504","Kick net",0.74,4,"Cascades",45.31056,-121.72802,"c(-1992010.58198708","2751570.6431494)","149943670",2012-02-22,2,"01150428","Still Creek",0.244,"17080001016410",1,"yes","ORSTL-1010",NA,57.2816677779,23735945,"moved to nearest fac",NA,212,"ok",11580,1979099.99999922,1.97909999999922,3.02495029740601,1.5284474242874,4.59494395649082,3,1.51584053357647,0,0,0,0,0,0,0,0,0.11451732581485,5.7863334755644,0,2,1,0,1,1,1,"Trash","W","Ca","N"
"678",214,267,213,213,145616,"ORSUM-1016","Summit Creek","OR",2010-07-26,"USFS_504","Kick net",0.74,4,"Cascades",43.47781,-122.04999,"c(-2071593.8562844","2561776.77466106)","148760888",2012-02-22,2,"01150609","Summit Creek",3.206,"17070302000410",1,"yes","ORSUM-1016",NA,83.0685090134,23706326,"moved to nearest fac",NA,213,"ok",43440,36911699.9999996,36.9116999999996,12.633347262127,0.342258613451213,9.3524096948298,1,0.0270916809575287,0,0,1,0.0270916809575287,0,0,0,0,0.0393197014537351,0.106523680712987,1,1,1,1,0,1,1,"NO","W","Ca","N"
"679",215,268,214,214,145617,"ORSUM-1020","Summit Creek","OR",2010-07-27,"USFS_504","Kick net",0.74,4,"Cascades",43.46958,-122.07032,"c(-2073418.69770452","2561335.79446567)","148760888",2012-02-22,2,"01150609","Summit Creek",3.206,"17070302000410",1,"yes","ORSUM-1020",NA,32.0267454865,23706326,"on fac",NA,214,"ok",40200.0000000037,32911200.0000004,32.9112000000004,10.1444783853959,0.308237876023839,7.03101490316079,0,0,0,0,1,0.0303847930187896,0,0,0,0,0.0393197014537351,0.119472099023234,1,1,1,1,0,1,1,"NO","W","Ca","N"
"680",216,269,215,215,145634,"ORUWC-1005","Upper West Fork Cow Creek","OR",2010-06-10,"USFS_504","Kick net",0.74,1,"Coast Range",42.8077,-123.85895,"c(-2233070.97926589","2530893.62723234)","124304117",2012-02-25,2,"01152061","West Fork Cow Creek",0.499,"17100302000149",1,"yes","ORUWC-1005",NA,25.8070028836,23901199,"on fac","dfw_62334",215,"ok",9119.9999999851,2743200.00000033,2.74320000000034,9.35423552509742,3.40997212200943,2.30936420233295,4,1.4581510644501,0,0,0,0,0,0,0,0,0.0819559283679173,2.98760310469186,0,2,1,0,1,1,1,"Trash","W","CoRa","N"
"681",217,270,216,216,145637,"ORUWC-1020","Upper West Fork Cow Creek","OR",2010-06-14,"USFS_504","Kick net",0.74,1,"Coast Range",42.81451,-123.84347,"c(-2231646.10203954","2531258.51789061)","124304113",2012-02-25,2,"01152061","West Fork Cow Creek",0.252,"17100302000147",1,"yes","ORUWC-1020",NA,95.4795071057,23901195,"on fac",NA,216,"ok",26579.9999999925,18858600.0000013,18.8586000000013,41.2981693400248,2.18988521629506,11.9320406464545,7,0.371183438855457,0,0,0,0,0,0,0,0,0.785345957462083,4.16439161688582,0,0,1,0,1,1,1,"NO","W","CoRa","N"
"682",218,271,217,217,145986,"PIBO:1468","Yellowjacket Creek","OR",2010-05-30,"USFS_502","Surber net",0.744,11,"Blue Mountains",43.85388,-119.26651,"c(-1844783.80399204","2544981.98452111)","148030348",2012-02-26,2,"01152717","Yellowjacket Creek",2.394,"17120002002359",1,"yes","PIBO:1468",NA,32.3400442422,24007456,"moved to nearest fac",NA,217,"ok",35580.0000000298,26795699.9999993,26.7956999999993,49.6232661272075,1.85191154279264,16.9391840964962,6,0.223916523919889,0,0,0,0,0,0,0,0,0.0288247724384239,0.107572380786562,0,0,1,1,1,1,1,"NO","E","BM","N"
"683",219,272,218,218,146065,"PIBO:1461","Poison Creek","OR",2010-05-30,"USFS_502","Surber net",0.744,11,"Blue Mountains",43.803962,-119.04585,"c(-1828971.03461956","2535312.8831058)","164386761",2012-02-26,2,"01147822","Poison Creek",1.265,"17120001000950",1,"yes","PIBO:1461",NA,78.8608413975,24002955,"on fac",NA,218,"ok",19679.9999999963,10883699.9999996,10.8836999999996,29.5531219973868,2.71535617459025,5.96019699645189,0,0,0,0,0,0,0,0,0,0,0.0834455054963451,0.766701631764457,0,1,1,1,1,1,1,"NO","E","BM","N"
"684",220,273,219,219,146559,"PIBO:1548","North Fork Wenaha Creek","OR",2010-08-23,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.953348,-117.80058,"c(-1677535.53037883","2744943.14838741)","109438896",2012-02-22,2,"01147019","North Fork Wenaha River",2.165,"17060106000118",1,"yes","PIBO:1548",NA,18.13751,23442243,"moved to nearest fac",NA,219,"ok",56700.0000000224,70912799.9999978,70.9127999999978,21.3184254547814,0.300628736346359,51.4820384189846,1,0.0141018264685647,0,0,0,0,0,0,0,0,0.598090231358844,0.84341646551661,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"685",221,274,220,220,146561,"PIBO:1672","Beaver Creek","OR",2010-08-22,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.95674,-117.79177,"c(-1676783.94746786","2745154.34377549)","109438826",2012-02-22,2,"01137825","Beaver Creek",2.854,"17060106000114",1,"yes","PIBO:1672",NA,9.42156714446,23442235,"on fac",NA,220,"ok",43500,38104200.0000018,38.1042000000018,5.28233388257556,0.138628652027213,24.4989005612323,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"686",222,275,221,221,146595,"PIBO:1472","Sage Hen Creek","OR",2010-05-30,"USFS_502","Surber Net",0.744,11,"Blue Mountains",43.890327,-119.03412,"c(-1825746.14857733","2544439.51520453)","148031766",2012-02-26,2,"01148927","Sage Hen Creek",0.012,"17120002000210",1,"yes","PIBO:1472",NA,3.95075572263,24007396,"on fac; added COMID",NA,221,"ok",31019.9999999888,25858800.0000012,25.8588000000012,63.5054724858848,2.45585535623779,14.0280640083481,25,0.966788868779636,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"687",223,276,222,222,146611,"PIBO:1428","East Fork Eagle Creek","OR",2010-08-19,"USFS_502","Surber Net",0.744,11,"Blue Mountains",44.99574,-117.35694,"c(-1667699.10128719","2633431.47144323)","160563861",2012-02-21,2,"01141559","East Fork Eagle Creek",0.554,"17050203000088",1,"yes","PIBO:1428",NA,57.8247055807,24207703,"moved to nearest fac",NA,222,"ok",75059.9999999665,106211700.000002,106.211700000002,32.1023726611951,0.302248929837245,76.7156549601046,15,0.141227378904581,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,"NO","E","BM","N"
"688",224,279,223,223,146612,"PIBO:1429","Balm Creek","OR",2010-08-18,"USFS_502","Surber Net",0.744,11,"Blue Mountains",44.945782,-117.4748,"c(-1677991.33812875","2630087.09117113)","160563979",2013-05-15,2,"01137486","Balm Creek",1.32789766,"17050203000192",1,"yes","PIBO:1429",NA,51.2069241993,24207919,"moved to nearest fac",NA,223,"ok",36059.9999999814,22194899.9999993,22.1948999999993,88.3753397282163,3.98178589352595,17.0807091145033,28,1.26155107704927,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"689",225,280,224,224,146613,"PIBO:1431","Summit Creek","OR",2010-08-07,"USFS_502","Surber Net",0.744,11,"Blue Mountains",44.93929,-117.22164,"c(-1658701.92506471","2624938.40009722)","112946163",2012-02-21,2,"01150615","Summit Creek",0.486,"17050203000976",1,"yes","PIBO:1431",NA,25.8122758953,24209725,"on fac",NA,224,"ok",13980,4372199.99999989,4.37219999999989,21.2293015605152,4.85551931762402,3.19446465548782,4,0.914871231874137,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"690",226,281,225,225,146614,"PIBO:1432","West Fork Eagle Creek","OR",2010-08-04,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.0716,-117.47463,"c(-1674841.44874178","2643728.65322286)","160564431",2012-02-21,2,"01128826","West Eagle Creek",0.103,"17050203000127",1,"yes","PIBO:1432",NA,29.9673132598,24207783,"on fac","WWNF-193",225,"ok",29100.0000000261,25471800.0000005,25.4718000000004,6.21539362156662,0.244010773544332,17.4875673495382,1,0.0392591022228497,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"691",227,282,226,226,146615,"PIBO:1434","Big Creek","OR",2010-08-03,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.004213,-117.5831,"c(-1684843.90801182","2638339.56407258)","112940983",2012-02-21,2,"01117608","Big Creek Ditch",0.127,"17050203002987",1,"yes","PIBO:1434",NA,80.6925523559,24207967,"moved to nearest fac; added COMID",NA,226,"ok",51840.0000000037,76740299.9999955,76.7402999999955,295.493438743803,3.85056402885863,55.4186066001821,72,0.938229326703234,4.83683840155071,8.72782391741841,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,"Trash","E","BM","N"
"692",228,283,227,227,146616,"PIBO:1435","Goose Creek","OR",2010-08-18,"USFS_502","Surber Net",0.744,11,"Blue Mountains",44.910763,-117.41988,"c(-1674644.08101814","2625319.67697315)","160564781",2012-02-21,2,"01142852","Goose Creek",0.855,"17050203000173",1,"yes","PIBO:1435",NA,40.51882,24207881,"moved to nearest fac",NA,227,"ok",58679.9999999888,61855200.000001,61.855200000001,259.633594877969,4.19744168441723,37.999632527915,50,0.808339476713343,0.605788152605708,1.59419476533277,2,0.0323335790685337,0,0,0,0,0,0,0,0,1,1,0,1,0,"NO","E","BM","N"
"693",229,284,228,228,146618,"PIBO:1444","North Fork Clark Creek","OR",2010-07-27,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.514009,-117.73623,"c(-1683734.96383629","2696280.92714427)","109317985",2012-02-22,2,"01146929","North Fork Clark Creek",0.257,"17060104002488",1,"yes","PIBO:1444",NA,19.6692444947,23429228,"moved to nearest fac",NA,228,"ok",21360.0000000037,9623699.99999821,9.62369999999821,35.3525095184429,3.67348416081647,5.46612246484218,4,0.415640554048936,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"694",230,285,229,229,146619,"PIBO:1450","Lane Creek","OR",2010-06-24,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.221455,-118.77093,"c(-1770100.2791719","2683444.86631118)","112992702",2012-02-22,2,"01144812","Lane Creek",0.371,"17070202001740",1,"yes","PIBO:1450",NA,77.7433918009,23671397,"on fac",NA,229,"ok",27300.0000000149,18622800.000001,18.622800000001,44.5551103871368,2.39250329634289,17.2066037142126,5,0.268488089868319,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"695",231,286,230,230,146620,"PIBO:1454","Bridge Creek","OR",2010-06-28,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.040118,-118.85991,"c(-1781689.26509585","2665513.65500918)","160264686",2013-11-11,2,"01138617","Bridge Creek",0.31758075,"17070202000290",1,"yes","PIBO:1454",NA,40.2506323734,23671229,"moved to nearest fac",NA,230,"ok",15899.9999999888,5060700.00000123,5.06070000000123,6.69802727605142,1.32353770744162,4.95144869774657,2,0.395202244748654,0,0,0,0,0,0,0,0,0.0366491797615703,0.724191905498476,0,0,1,1,1,1,1,"NO","E","BM","N"
"696",232,287,231,231,146621,"PIBO:1459","Hay Creek","OR",2010-06-12,"USFS_502","Surber Net",0.744,11,"Blue Mountains",43.888472,-119.18522,"c(-1837534.94998941","2547150.95103584)","148029602",2012-02-26,2,"01143391","Hay Creek",1.547,"17120002000232",1,"yes","PIBO:1459",NA,32.7554674894,24007442,"moved to nearest fac",NA,231,"ok",38340,34538399.9999982,34.5383999999982,88.4397040459107,2.56061960154249,17.9265439731309,18,0.521159057744451,0,0,0,0,0,0,0,0,0.588056220413215,1.7026156985073,0,0,1,0,1,1,1,"NO","E","BM","N"
"697",233,288,232,232,146627,"PIBO:1436","Chaparral Stream Creek","OR",2010-09-01,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.340156,-117.59399,"c(-1677261.31982074","2674939.81493582)","142131728",2012-02-22,2,"01139564","Chaparral Creek",0.803,"17060105000495",1,"yes","PIBO:1436",NA,68.0126028194,23438027,"moved to nearest fac",NA,232,"ok",20759.9999999851,15205499.9999998,15.2054999999998,0,0,15.7689822792244,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"698",234,289,233,233,146628,"PIBO:1439","Minam Creek","OR",2010-09-03,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.178051,-117.45924,"c(-1671010.2523665","2654999.03744759)","161242907",2012-02-22,2,"01146303","Minam River",0.215,"17060105000069",1,"yes","PIBO:1439",NA,5.82840369629,23437101,"moved to nearest fac; updated COMID from 23437095",NA,233,"ok",49079.9999999888,69365699.9999947,69.3656999999947,0,0,40.8316917164528,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"699",235,290,234,234,146629,"PIBO:1446","North Fork Minam Creek","OR",2010-09-02,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.26841,-117.46301,"c(-1669048.38011938","2664859.71724544)","161238866",2012-02-22,2,"01147040","North Minam River",0.528,"17060105003302",1,"yes","PIBO:1446",NA,46.4898408797,23437129,"on fac; didn't update COMID; minimal difference",NA,234,"ok",26760.0000000186,24683399.9999986,24.6833999999985,0,0,12.6084332073323,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"700",236,291,235,235,146630,"PIBO:1448","Pearson Creek","OR",2010-06-28,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.329048,-118.72743,"c(-1763949.36383637","2694259.66859248)","160633187",2012-02-22,2,"01147532","Pearson Creek",0.47,"17070103000228",1,"yes","PIBO:1448",NA,2.8836404775,23648214,"moved to nearest fac",NA,235,"ok",36659.9999999888,33021000.0000001,33.0210000000001,63.2620969521321,1.91581408655498,24.3901531638129,8,0.242270070561157,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"701",237,292,236,236,146631,"PIBO:1456","Bear Creek","OR",2010-06-28,"USFS_502","Surber Net",0.744,11,"Blue Mountains",45.259801,-118.89317,"c(-1778401.17551098","2689869.18003854)","160633245",2012-02-22,2,"01137695","Bear Creek",0.209,"17070103000198",1,"yes","PIBO:1456",NA,24.3060656502,23648150,"on fac",NA,236,"ok",12360.0000000075,4004100.00000067,4.00410000000067,8.72436553749523,2.1788580548672,3.04022260590728,2,0.499488024774522,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"702",238,293,237,237,146632,"PIBO:1474","South Fork Long Creek","OR",2010-07-23,"USFS_502","Surber Net",0.744,11,"Blue Mountains",44.627602,-118.98324,"c(-1802111.82872962","2623246.88548537)","153660089",2012-02-22,2,"01149988","South Fork Long Creek",0.318,"17070203000300",1,"yes","PIBO:1474",NA,63.759293046,23681651,"moved to nearest fac",NA,237,"ok",22500,15446700.0000003,15.4467000000003,28.5473182422334,1.84811760714152,6.54543724306032,3,0.194216240362015,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"703",239,294,238,238,146633,"PIBO:1551","Long Creek","OR",2010-07-24,"USFS_502","Surber Net",0.744,11,"Blue Mountains",44.677864,-118.95344,"c(-1798482.00438158","2628117.14940119)","167136580",2012-02-22,2,"01145398","Long Creek",0.424,"17070203000045",1,"yes","PIBO:1551",NA,5.35651321923,23681107,"moved to nearest fac; updated COMID from 23681105",NA,238,"ok",43319.9999999851,49897800.0000021,49.8978000000021,149.711936491167,3.00037148914703,31.3736400727643,26,0.521065056976438,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"704",240,295,239,239,146634,"PIBO:1477","West Fork Meadow Creek","OR",2010-07-20,"USFS_502","Surber Net",0.744,11,"Blue Mountains",44.961928,-118.97659,"c(-1792689.01437741","2659258.90957389)","160262612",2012-02-22,2,"01152092","West Fork Meadow Brook",0.367,"17070202032648",1,"yes","PIBO:1477",NA,7.15311683871,23670881,"moved to nearest fac",NA,239,"ok",32999.9999999776,21635100.0000002,21.6351000000002,31.1995952222934,1.44208232096423,10.0707724892907,7,0.323548308073452,0,0,0,0,0,0,0,0,0.34314705565854,1.58606641826725,0,0,1,1,1,1,1,"NO","E","BM","N"
"705",241,297,240,240,146636,"PIBO:1554","Deadwood Creek","OR",2010-07-26,"USFS_502","Surber Net",0.744,11,"Blue Mountains",44.766751,-118.79107,"c(-1783654.54701875","2634669.19248844)","153678254",2012-02-22,2,"01140756","Deadwood Creek",0.15,"17070203000249",1,"yes","PIBO:1554",NA,37.4722739972,23681541,"on fac",NA,240,"ok",27540.0000000186,20357999.9999995,20.3579999999995,33.33057466059,1.63722245115388,22.5541987863508,12,0.589448865310946,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
